"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"201";"0";"0";"31";"4384395";"-77";"7314";"121";"1";"21";"4";"1993";"2";"Landwirt/ Zimmermann";"1";"2";"2";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"96492922d88d9dafcef6b0f9dda8d8cb";"1";"0";"1447867032";"2015-11-18 17:17:12";"2015-11-18 19:19:06";"0000-00-00 00:00:00";"6654";"6758";"7314";"6876";"7069";"6766";"0";"0";"6978";"7177";"7294"
"202";"0";"0";"31";"4384395";"-77";"7149";"119";"1";"29";"10";"1997";"1";"Schreiner";"2";"2";"2";"0";"1";"2";"2";"2";"FIFA";"-66";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"c82ed5dfa2027b80a3f16573191d26c8";"1";"0";"1447867105";"2015-11-18 17:18:25";"2015-11-18 19:17:34";"0000-00-00 00:00:00";"6631";"6684";"7149";"6778";"6937";"6714";"6707";"0";"6860";"6992";"7112"
"203";"0";"0";"31";"4384395";"-77";"7246";"120";"1";"19";"7";"1994";"3";"Gesundheitlich";"1";"2";"2";"2";"1";"1";"2";"2";"shadow of mordor";"E-Bassgitarre";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"cf41af17247c31728bb2c5f45e48789c";"1";"0";"1447867120";"2015-11-18 17:18:40";"2015-11-18 19:19:26";"0000-00-00 00:00:00";"6617";"6717";"7246";"6883";"7048";"6783";"6751";"6774";"6964";"7131";"7243"
"204";"0";"0";"31";"4384395";"-77";"7454";"122";"1";"4";"12";"1990";"2";"automobilfachmann";"1";"2";"2";"0";"1";"2";"2";"2";"tombreider";"-66";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"df1af434bd00894b7688ddd0e855af52";"1";"0";"1447867147";"2015-11-18 17:19:07";"2015-11-18 19:23:21";"0000-00-00 00:00:00";"6619";"6704";"7454";"6917";"7203";"6785";"6779";"0";"7069";"7306";"7452"
"205";"0";"0";"31";"4384395";"-77";"5090";"125";"1";"28";"7";"1991";"7";"Polizeiausbildung";"1";"1";"2";"1";"1";"1";"1";"2";"Samstig Jass";"Akkordeon";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"22f06872c33296523db6908fbcfd598e";"1";"0";"1448040393";"2015-11-20 17:26:33";"2015-11-20 18:51:24";"0000-00-00 00:00:00";"4614";"4698";"5091";"4834";"4964";"4758";"4729";"4738";"4904";"5014";"5082"
"206";"0";"0";"31";"4384395";"-77";"5148";"124";"1";"22";"9";"1994";"7";"Koch";"1";"2";"2";"1";"1";"2";"1";"2";"fifa";"-66";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"74206227708404bfec5b139555353795";"1";"0";"1448040399";"2015-11-20 17:26:39";"2015-11-20 18:52:27";"0000-00-00 00:00:00";"4622";"4699";"5148";"4822";"4980";"4743";"4735";"0";"4906";"5055";"5145"
"207";"0";"0";"31";"4384395";"-77";"5341";"123";"1";"26";"6";"1995";"2";"Hochbauzeichner";"1";"2";"2";"0";"1";"1";"1";"1";"Handy Games, keine Ahnung wie die heissen";"Klavier";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"4d7194d178469fe637fb9df0d1fe8b7c";"1";"0";"1448040464";"2015-11-20 17:27:44";"2015-11-20 18:56:45";"0000-00-00 00:00:00";"4564";"4639";"5341";"4927";"5139";"4784";"4744";"4754";"5062";"5221";"5316"
"209";"0";"0";"31";"4384395";"-77";"5032";"126";"1";"15";"5";"1991";"2";"Informatiker";"1";"1";"2";"2";"1";"2";"2";"1";"Fallout 4";"-66";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"c540a6e61318292e43c706475eb613fe";"1";"0";"1448040468";"2015-11-20 17:27:48";"2015-11-20 18:51:40";"0000-00-00 00:00:00";"4557";"4621";"5032";"4731";"4878";"4653";"4646";"0";"4815";"4941";"5026"
"210";"0";"0";"31";"4384395";"-77";"5005";"127";"1";"3";"4";"1992";"3";"Student";"1";"2";"1";"2";"1";"1";"1";"2";"Zig_zag";"Guitarre";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"169dc3be8e376bc11e3b57add6196d8c";"1";"0";"1448040475";"2015-11-20 17:27:55";"2015-11-20 18:51:20";"0000-00-00 00:00:00";"4532";"4602";"5005";"4707";"4840";"4632";"4624";"4630";"4782";"4909";"4998"
"211";"0";"0";"22";"4384394";"-77";"408";"131";"1";"19";"12";"1986";"5";"Psychologie";"1";"1";"2";"0";"2";"1";"-77";"-77";"-66";"Jembe";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"1";"0";"-77";"-77";"87411321833faada242a9834d4529eeb";"1";"0";"1448108327";"2015-11-21 12:18:47";"2015-11-21 12:27:14";"0000-00-00 00:00:00";"49";"112";"0";"221";"347";"145";"0";"123";"288";"408";"507"
"212";"0";"0";"22";"4384394";"-77";"687";"132";"2";"28";"9";"1996";"3";"BMS Dienstleidtung";"1";"2";"2";"1";"2";"1";"-77";"-77";"-66";"Gitarre";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"1c5740ec78b40d99b893404f7cb458f2";"1";"0";"1448108339";"2015-11-21 12:18:59";"2015-11-21 12:32:26";"0000-00-00 00:00:00";"32";"161";"0";"330";"575";"227";"0";"190";"452";"687";"807"
"213";"0";"0";"31";"4384395";"-77";"480";"128";"2";"9";"9";"1995";"3";"medizinische Praxisassistentin EFZ";"1";"1";"1";"2";"1";"2";"1";"2";"Candy Crush";"-66";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"3479111ba7b37ac1b662b42b4367770f";"1";"0";"1448108370";"2015-11-21 12:19:30";"2015-11-21 12:27:30";"0000-00-00 00:00:00";"14";"77";"480";"181";"318";"115";"112";"0";"252";"379";"458"
"214";"0";"0";"31";"4384395";"-77";"498";"129";"2";"29";"1";"1996";"2";"Tiermedizinische Praxisassistentin";"1";"2";"1";"0-1";"1";"1";"1";"2";"Clash of Clans";"Gitarre";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"a037f0323014878eed92205609f49135";"1";"0";"1448108380";"2015-11-21 12:19:40";"2015-11-21 12:27:58";"0000-00-00 00:00:00";"8";"70";"498";"183";"324";"118";"92";"100";"272";"384";"467"
"215";"0";"0";"31";"4384395";"-77";"6773";"130";"2";"2";"8";"1995";"2";"TPA";"1";"2";"1";"0-1";"1";"2";"1";"1";"-";"-66";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"f5cbdc4ea28484315df88685b4c854ed";"1";"0";"1448108985";"2015-11-21 12:29:45";"2015-11-21 14:22:38";"0000-00-00 00:00:00";"6394";"6464";"6773";"6550";"6654";"6489";"6486";"0";"6609";"6699";"6767"
"216";"0";"0";"31";"4384395";"-77";"6791";"135";"2";"18";"3";"1997";"2";"TPA";"1";"1";"2";"2";"2";"1";"-77";"-77";"-66";"Klavier";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"68589821c424bab9c419babfc30b271d";"1";"0";"1448109007";"2015-11-21 12:30:07";"2015-11-21 14:23:18";"0000-00-00 00:00:00";"6367";"6442";"6791";"6521";"6637";"6454";"0";"6450";"6582";"6702";"6783"
"217";"0";"0";"31";"4384395";"-77";"6781";"134";"2";"12";"9";"1996";"7";"TPA";"1";"1";"1";"1-2";"1";"2";"5";"2";"Candy Crush";"-66";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"3977e4322d0f4937189c864ff5ca2577";"1";"0";"1448109046";"2015-11-21 12:30:46";"2015-11-21 14:23:47";"0000-00-00 00:00:00";"6335";"6422";"6781";"6535";"6679";"6466";"6463";"0";"6611";"6753";"6779"
"218";"0";"0";"31";"4384395";"-77";"6612";"136";"1";"25";"4";"1987";"7";"Meister Gemüsegärtner";"2";"1";"2";"7";"2";"1";"-77";"-77";"-66";"Schlagzeug";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"cd395357494f0f5be758efe33942f28b";"1";"0";"1448109201";"2015-11-21 12:33:21";"2015-11-21 14:23:33";"0000-00-00 00:00:00";"6187";"6253";"6612";"6327";"6455";"6264";"0";"6259";"6399";"6517";"6610"
"219";"0";"0";"22";"4384394";"-77";"6551";"133";"1";"18";"3";"1997";"1";"scrinari";"1";"1";"2";"0";"1";"1";"5";"1";"Fallout 4";"la guitarra";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"1";"0";"-77";"-77";"0760f567431044e69ab29e9916f8adf0";"1";"0";"1448109223";"2015-11-21 12:33:43";"2015-11-21 14:24:37";"0000-00-00 00:00:00";"6107";"6208";"0";"6308";"6483";"6241";"6227";"6237";"6421";"6551";"6654"
"221";"0";"0";"31";"4384395";"-77";"6047";"138";"1";"15";"12";"1986";"1";"USM Monteur";"2";"2";"2";"4";"1";"2";"2";"1";"Sonic";"-66";"1";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"0a0b94f210121b4d51268d151f186fc5";"1";"0";"1448282054";"2015-11-23 12:34:14";"2015-11-23 14:15:01";"0000-00-00 00:00:00";"5269";"5383";"6047";"5576";"5797";"5454";"5424";"0";"5695";"5892";"6035"
"222";"0";"0";"31";"4384395";"-77";"5724";"137";"1";"1";"10";"1989";"1";"Selbständig ";"1";"1";"2";"0-1";"1";"2";"3";"1";"Fifa ";"-66";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"f2426961dab5ccf612dd353852145c5b";"1";"0";"1448282066";"2015-11-23 12:34:26";"2015-11-23 14:09:50";"0000-00-00 00:00:00";"5271";"5351";"5724";"5417";"5531";"5377";"5374";"0";"5488";"5597";"5687"
"224";"0";"0";"31";"4384395";"-77";"5495";"139";"1";"26";"5";"1989";"7";"Logistiker";"1";"1";"2";"0.3";"1";"1";"1";"1";"Prison Architec";"Klavier";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"e41dc4e9f3475e0fc12d6e1433840368";"1";"0";"1448365664";"2015-11-24 11:47:44";"2015-11-24 13:19:19";"0000-00-00 00:00:00";"4960";"5032";"5495";"5173";"5327";"5095";"5067";"5076";"5251";"5394";"5466"
